gt,clock,s1,s2,lead,tno,period,periodType,pno,player,success,actionType,actionNumber,previousAction,qualifier/0,subType,scoring,shirtNumber,qualifier/1,firstName,familyName,internationalFirstName,internationalFamilyName,firstNameInitial,familyNameInitial,internationalFirstNameInitial,internationalFamilyNameInitial,scoreboardName,qualifier/2
01:16,01:16:00,19,19,0,1,1,REGULAR,9,Y. Baba,1,substitution,163,,,out,0,18,,Yudai,Baba,Yudai,Baba,Y,B,Y,B,Y. Baba,
01:16,01:16:00,19,19,0,1,1,REGULAR,11,M. Peatling,1,substitution,164,,,out,0,22,,Mason,Peatling,Mason,Peatling,M,P,M,P,M. Peatling,
01:16,01:16:00,19,19,0,1,1,REGULAR,2,B. Newley,1,foulon,162,161,,,0,4,,Brad,Newley,Brad,Newley,B,N,B,N,B. Newley,
01:16,01:16:00,19,19,0,2,1,REGULAR,2,C. Steindl,1,foul,161,,2freethrow,personal,0,35,,Clint,Steindl,Clint,Steindl,C,S,C,S,C. Steindl,
01:30,01:30:00,19,19,0,2,1,REGULAR,4,J. Bairstow,1,assist,159,158,,,0,21,,Jarred,Bairstow,Jarred,Bairstow,J,B,J,B,J. Bairstow,
01:30,01:30:00,19,19,0,2,1,REGULAR,14,M. McIntosh,1,3pt,158,,2ndchance,jumpshot,1,0,fromturnover,Mikyle,Mcintosh,MiKyle,McIntosh,M,M,M,M,M. Mcintosh,
01:30,01:30:00,19,16,3,2,1,REGULAR,4,J. Bairstow,1,rebound,157,156,,offensive,0,21,,Jarred,Bairstow,Jarred,Bairstow,J,B,J,B,J. Bairstow,
01:33,01:33:00,19,16,3,2,1,REGULAR,2,C. Steindl,0,2pt,156,,fromturnover,layup,1,35,pointsinthepaint,Clint,Steindl,Clint,Steindl,C,S,C,S,C. Steindl,
01:41,01:41:00,19,16,3,2,1,REGULAR,8,S. McDaniel,1,steal,155,154,,,0,30,,Sam,Mcdaniel,Sam,McDaniel,S,M,S,M,S. Mcdaniel,
01:41,01:41:00,19,16,3,1,1,REGULAR,14,A. Hukporti,1,turnover,154,,,badpass,0,15,,Ariel,Hukporti,Ariel,Hukporti,A,H,A,H,A. Hukporti,
01:45,01:45:00,19,16,3,2,1,REGULAR,12,J. Magette,1,assist,152,151,,,0,2,,Josh,Magette,Josh,Magette,J,M,J,M,J. Magette,
01:45,01:45:00,19,16,3,2,1,REGULAR,4,J. Bairstow,1,2pt,151,,pointsinthepaint,layup,1,21,,Jarred,Bairstow,Jarred,Bairstow,J,B,J,B,J. Bairstow,
01:59,01:59:00,19,14,5,1,1,REGULAR,5,S. Ili,1,3pt,149,,fromturnover,jumpshot,1,51,,Shea,Ili,Shea,Ili,S,I,S,I,Shili_,
02:10,02:10:00,16,14,2,2,1,REGULAR,4,J. Bairstow,1,turnover,147,,,ballhandling,0,21,,Jarred,Bairstow,Jarred,Bairstow,J,B,J,B,J. Bairstow,
02:29,02:29:00,16,14,2,1,1,REGULAR,5,S. Ili,1,assist,145,144,,,0,51,,Shea,Ili,Shea,Ili,S,I,S,I,Shili_,
02:29,02:29:00,16,14,2,1,1,REGULAR,2,B. Newley,1,3pt,144,,,jumpshot,1,4,,Brad,Newley,Brad,Newley,B,N,B,N,B. Newley,
02:43,02:43:00,13,14,-1,1,1,REGULAR,0,,1,rebound,142,140,team,defensive,0,,,,,,,,,,,,
02:43,02:43:00,13,14,-1,1,1,REGULAR,14,A. Hukporti,1,block,141,140,,,0,15,,Ariel,Hukporti,Ariel,Hukporti,A,H,A,H,A. Hukporti,
02:43,02:43:00,13,14,-1,2,1,REGULAR,14,M. McIntosh,0,2pt,140,,pointsinthepaint,layup,1,0,blocked,Mikyle,Mcintosh,MiKyle,McIntosh,M,M,M,M,M. Mcintosh,
03:01,03:01:00,13,14,-1,1,1,REGULAR,9,Y. Baba,1,freethrow,137,,,2of2,1,18,,Yudai,Baba,Yudai,Baba,Y,B,Y,B,Y. Baba,
03:01,03:01:00,12,14,-2,1,1,REGULAR,9,Y. Baba,1,freethrow,136,,,1of2,1,18,,Yudai,Baba,Yudai,Baba,Y,B,Y,B,Y. Baba,
03:01,03:01:00,11,14,-3,1,1,REGULAR,9,Y. Baba,1,foulon,135,134,,,0,18,,Yudai,Baba,Yudai,Baba,Y,B,Y,B,Y. Baba,
03:01,03:01:00,11,14,-3,2,1,REGULAR,14,M. McIntosh,1,foul,134,,2freethrow,personal,0,0,,Mikyle,Mcintosh,MiKyle,McIntosh,M,M,M,M,M. Mcintosh,
03:15,03:15:00,11,14,-3,2,1,REGULAR,8,S. McDaniel,1,freethrow,130,,2ndchance,1of1,1,30,fromturnover,Sam,Mcdaniel,Sam,McDaniel,S,M,S,M,S. Mcdaniel,
03:15,03:15:00,11,13,-2,2,1,REGULAR,4,J. Bairstow,1,assist,129,126,,,0,21,,Jarred,Bairstow,Jarred,Bairstow,J,B,J,B,J. Bairstow,
03:15,03:15:00,11,13,-2,2,1,REGULAR,8,S. McDaniel,1,foulon,128,127,,,0,30,,Sam,Mcdaniel,Sam,McDaniel,S,M,S,M,S. Mcdaniel,
03:15,03:15:00,11,13,-2,1,1,REGULAR,14,A. Hukporti,1,foul,127,,shooting,personal,0,15,1freethrow,Ariel,Hukporti,Ariel,Hukporti,A,H,A,H,A. Hukporti,
03:15,03:15:00,11,13,-2,2,1,REGULAR,8,S. McDaniel,1,2pt,126,,2ndchance,layup,1,30,fromturnover,Sam,Mcdaniel,Sam,McDaniel,S,M,S,M,S. Mcdaniel,pointsinthepaint
03:18,03:18:00,11,11,0,2,1,REGULAR,8,S. McDaniel,1,rebound,124,123,,offensive,0,30,,Sam,Mcdaniel,Sam,McDaniel,S,M,S,M,S. Mcdaniel,
03:21,03:21:00,11,11,0,2,1,REGULAR,2,C. Steindl,0,3pt,123,,fromturnover,jumpshot,1,35,,Clint,Steindl,Clint,Steindl,C,S,C,S,C. Steindl,
03:26,03:26:00,11,11,0,1,1,REGULAR,10,J. Lual-Acuil Jr,1,substitution,120,,,out,0,0,,Jo,Lual-Acuil Jr,Jo,Lual-Acuil Jr,J,L,J,L,J. Lual-Acuil Jr,
03:26,03:26:00,11,11,0,1,1,REGULAR,14,A. Hukporti,1,substitution,121,,,in,0,15,,Ariel,Hukporti,Ariel,Hukporti,A,H,A,H,A. Hukporti,
03:26,03:26:00,11,11,0,1,1,REGULAR,0,,1,timeout,119,,,full,0,,,,,,,,,,,,
03:42,03:42:00,11,11,0,2,1,REGULAR,12,J. Magette,1,steal,114,113,,,0,2,,Josh,Magette,Josh,Magette,J,M,J,M,J. Magette,
03:42,03:42:00,11,11,0,1,1,REGULAR,11,M. Peatling,1,turnover,113,,,badpass,0,22,,Mason,Peatling,Mason,Peatling,M,P,M,P,M. Peatling,
03:43,03:43:00,11,11,0,2,1,REGULAR,8,S. McDaniel,1,assist,112,110,,,0,30,,Sam,Mcdaniel,Sam,McDaniel,S,M,S,M,S. Mcdaniel,
03:43,03:43:00,11,11,0,2,1,REGULAR,4,J. Bairstow,1,2pt,110,,fromturnover,layup,1,21,pointsinthepaint,Jarred,Bairstow,Jarred,Bairstow,J,B,J,B,J. Bairstow,
03:49,03:49:00,11,9,2,2,1,REGULAR,12,J. Magette,1,steal,109,108,,,0,2,,Josh,Magette,Josh,Magette,J,M,J,M,J. Magette,
03:49,03:49:00,11,9,2,1,1,REGULAR,5,S. Ili,1,turnover,108,,,badpass,0,51,,Shea,Ili,Shea,Ili,S,I,S,I,Shili_,
03:51,03:51:00,11,9,2,2,1,REGULAR,6,J. McVeigh,1,substitution,103,,,out,0,9,,Jack,Mcveigh,Jack,McVeigh,J,M,J,M,Jackmctrey1,
03:51,03:51:00,11,9,2,2,1,REGULAR,14,M. McIntosh,1,substitution,104,,,in,0,0,,Mikyle,Mcintosh,MiKyle,McIntosh,M,M,M,M,M. Mcintosh,
04:06,04:06:00,11,9,2,2,1,REGULAR,12,J. Magette,1,2pt,101,,pointsinthepaint,turnaroundjumpshot,1,2,,Josh,Magette,Josh,Magette,J,M,J,M,J. Magette,
04:22,04:22:00,11,7,4,1,1,REGULAR,5,S. Ili,1,freethrow,97,,,2of2,1,51,,Shea,Ili,Shea,Ili,S,I,S,I,Shili_,
04:22,04:22:00,10,7,3,1,1,REGULAR,5,S. Ili,1,freethrow,96,,,1of2,1,51,,Shea,Ili,Shea,Ili,S,I,S,I,Shili_,
04:22,04:22:00,9,7,2,2,1,REGULAR,3,M. Kenyon,1,substitution,94,,,out,0,1,,Matt,Kenyon,Matt,Kenyon,M,K,M,K,M. Kenyon,
04:22,04:22:00,9,7,2,2,1,REGULAR,8,S. McDaniel,1,substitution,95,,,in,0,30,,Sam,Mcdaniel,Sam,McDaniel,S,M,S,M,S. Mcdaniel,
04:22,04:22:00,9,7,2,1,1,REGULAR,5,S. Ili,1,foulon,93,92,,,0,51,,Shea,Ili,Shea,Ili,S,I,S,I,Shili_,
04:22,04:22:00,9,7,2,2,1,REGULAR,3,M. Kenyon,1,foul,92,,2freethrow,personal,0,1,,Matt,Kenyon,Matt,Kenyon,M,K,M,K,M. Kenyon,
04:29,04:29:00,9,7,2,2,1,REGULAR,2,C. Steindl,1,substitution,85,,,in,0,35,,Clint,Steindl,Clint,Steindl,C,S,C,S,C. Steindl,
04:29,04:29:00,9,7,2,2,1,REGULAR,4,J. Bairstow,1,substitution,84,,,in,0,21,,Jarred,Bairstow,Jarred,Bairstow,J,B,J,B,J. Bairstow,
04:29,04:29:00,9,7,2,2,1,REGULAR,11,J. Adams,1,substitution,82,,,out,0,14,,Josh,Adams,Josh,Adams,J,A,J,A,J. Adams,
04:29,04:29:00,9,7,2,2,1,REGULAR,9,F. Krslovic,1,substitution,83,,,out,0,20,,Fabijan,Krslovic,Fabijan,Krslovic,F,K,F,K,F. Krslovic,
04:29,04:29:00,9,7,2,1,1,REGULAR,5,S. Ili,1,substitution,81,,,in,0,51,,Shea,Ili,Shea,Ili,S,I,S,I,Shili_,
04:29,04:29:00,9,7,2,1,1,REGULAR,11,M. Peatling,1,substitution,80,,,in,0,22,,Mason,Peatling,Mason,Peatling,M,P,M,P,M. Peatling,
04:29,04:29:00,9,7,2,1,1,REGULAR,13,M. Dellavedova,1,substitution,78,,,out,0,8,,Matthew,Dellavedova,Matthew,Dellavedova,M,D,M,D,M. Dellavedova,
04:29,04:29:00,9,7,2,1,1,REGULAR,6,J. White,1,substitution,79,,,out,0,14,,Jack,White,Jack,White,J,W,J,W,J. White,
04:29,04:29:00,9,7,2,1,1,REGULAR,6,J. White,1,foulon,77,76,,,0,14,,Jack,White,Jack,White,J,W,J,W,J. White,
04:29,04:29:00,9,7,2,2,1,REGULAR,9,F. Krslovic,1,foul,76,,,personal,0,20,,Fabijan,Krslovic,Fabijan,Krslovic,F,K,F,K,F. Krslovic,
04:51,04:51:00,9,7,2,2,1,REGULAR,12,J. Magette,1,assist,74,73,,,0,2,,Josh,Magette,Josh,Magette,J,M,J,M,J. Magette,
04:51,04:51:00,9,7,2,2,1,REGULAR,6,J. McVeigh,1,2pt,73,,,pullupjumpshot,1,9,,Jack,Mcveigh,Jack,McVeigh,J,M,J,M,Jackmctrey1,
05:05,05:05:00,9,5,4,1,1,REGULAR,16,C. Agada,1,substitution,70,,,out,0,7,,Caleb,Agada,Caleb,Agada,C,A,C,A,C. Agada,
05:05,05:05:00,9,5,4,1,1,REGULAR,2,B. Newley,1,substitution,71,,,in,0,4,,Brad,Newley,Brad,Newley,B,N,B,N,B. Newley,
05:05,05:05:00,9,5,4,2,1,REGULAR,0,,1,rebound,69,67,team,defensive,0,,,,,,,,,,,,
05:08,05:08:00,9,5,4,1,1,REGULAR,13,M. Dellavedova,0,2pt,67,,pointsinthepaint,turnaroundjumpshot,1,8,,Matthew,Dellavedova,Matthew,Dellavedova,M,D,M,D,M. Dellavedova,
05:14,05:14:00,9,5,4,1,1,REGULAR,10,J. Lual-Acuil Jr,1,rebound,66,65,,defensive,0,0,,Jo,Lual-Acuil Jr,Jo,Lual-Acuil Jr,J,L,J,L,J. Lual-Acuil Jr,
05:17,05:17:00,9,5,4,2,1,REGULAR,9,F. Krslovic,0,2pt,65,,2ndchance,hookshot,1,20,fromturnover,Fabijan,Krslovic,Fabijan,Krslovic,F,K,F,K,F. Krslovic,pointsinthepaint
05:18,05:18:00,9,5,4,2,1,REGULAR,9,F. Krslovic,1,rebound,64,63,,offensive,0,20,,Fabijan,Krslovic,Fabijan,Krslovic,F,K,F,K,F. Krslovic,
05:21,05:21:00,9,5,4,2,1,REGULAR,6,J. McVeigh,0,3pt,63,,2ndchance,stepbackjumpshot,1,9,fromturnover,Jack,Mcveigh,Jack,McVeigh,J,M,J,M,Jackmctrey1,
05:23,05:23:00,9,5,4,2,1,REGULAR,9,F. Krslovic,1,rebound,62,61,,offensive,0,20,,Fabijan,Krslovic,Fabijan,Krslovic,F,K,F,K,F. Krslovic,
05:27,05:27:00,9,5,4,2,1,REGULAR,9,F. Krslovic,0,2pt,61,,fromturnover,drivinglayup,1,20,pointsinthepaint,Fabijan,Krslovic,Fabijan,Krslovic,F,K,F,K,F. Krslovic,
05:53,05:53:00,9,5,4,1,1,REGULAR,5,S. Ili,1,substitution,54,,,out,0,51,,Shea,Ili,Shea,Ili,S,I,S,I,Shili_,
05:53,05:53:00,9,5,4,1,1,REGULAR,9,Y. Baba,1,substitution,55,,,in,0,18,,Yudai,Baba,Yudai,Baba,Y,B,Y,B,Y. Baba,
05:53,05:53:00,9,5,4,1,1,REGULAR,10,J. Lual-Acuil Jr,1,turnover,53,,,ballhandling,0,0,,Jo,Lual-Acuil Jr,Jo,Lual-Acuil Jr,J,L,J,L,J. Lual-Acuil Jr,
06:08,06:08:00,9,5,4,2,1,REGULAR,3,M. Kenyon,1,assist,51,50,,,0,1,,Matt,Kenyon,Matt,Kenyon,M,K,M,K,M. Kenyon,
06:08,06:08:00,9,5,4,2,1,REGULAR,9,F. Krslovic,1,3pt,50,,,jumpshot,1,20,,Fabijan,Krslovic,Fabijan,Krslovic,F,K,F,K,F. Krslovic,
06:25,06:25:00,9,2,7,2,1,REGULAR,3,M. Kenyon,1,rebound,49,47,,defensive,0,1,,Matt,Kenyon,Matt,Kenyon,M,K,M,K,M. Kenyon,
06:25,06:25:00,9,2,7,1,1,REGULAR,16,C. Agada,0,freethrow,47,,fromturnover,1of1,1,7,,Caleb,Agada,Caleb,Agada,C,A,C,A,C. Agada,
06:25,06:25:00,9,2,7,1,1,REGULAR,16,C. Agada,1,foulon,46,45,,,0,7,,Caleb,Agada,Caleb,Agada,C,A,C,A,C. Agada,
06:25,06:25:00,9,2,7,2,1,REGULAR,3,M. Kenyon,1,foul,45,,shooting,personal,0,1,1freethrow,Matt,Kenyon,Matt,Kenyon,M,K,M,K,M. Kenyon,
06:25,06:25:00,9,2,7,1,1,REGULAR,5,S. Ili,1,assist,44,43,,,0,51,,Shea,Ili,Shea,Ili,S,I,S,I,Shili_,
06:25,06:25:00,9,2,7,1,1,REGULAR,16,C. Agada,1,2pt,43,,fromturnover,layup,1,7,pointsinthepaint,Caleb,Agada,Caleb,Agada,C,A,C,A,C. Agada,
06:38,06:38:00,7,2,5,1,1,REGULAR,5,S. Ili,1,foulon,40,38,,,0,51,,Shea,Ili,Shea,Ili,S,I,S,I,Shili_,
06:38,06:38:00,7,2,5,2,1,REGULAR,11,J. Adams,1,turnover,39,38,,offensive,0,14,,Josh,Adams,Josh,Adams,J,A,J,A,J. Adams,
06:38,06:38:00,7,2,5,2,1,REGULAR,11,J. Adams,1,foul,38,,,offensive,0,14,,Josh,Adams,Josh,Adams,J,A,J,A,J. Adams,
06:56,06:56:00,7,2,5,1,1,REGULAR,10,J. Lual-Acuil Jr,1,assist,36,35,,,0,0,,Jo,Lual-Acuil Jr,Jo,Lual-Acuil Jr,J,L,J,L,J. Lual-Acuil Jr,
06:56,06:56:00,7,2,5,1,1,REGULAR,5,S. Ili,1,2pt,35,,pointsinthepaint,layup,1,51,,Shea,Ili,Shea,Ili,S,I,S,I,Shili_,
07:07,07:07:00,5,2,3,1,1,REGULAR,10,J. Lual-Acuil Jr,1,foulon,33,32,,,0,0,,Jo,Lual-Acuil Jr,Jo,Lual-Acuil Jr,J,L,J,L,J. Lual-Acuil Jr,
07:07,07:07:00,5,2,3,2,1,REGULAR,9,F. Krslovic,1,foul,32,,,personal,0,20,,Fabijan,Krslovic,Fabijan,Krslovic,F,K,F,K,F. Krslovic,
07:27,07:27:00,5,2,3,2,1,REGULAR,12,J. Magette,1,2pt,30,,pointsinthepaint,pullupjumpshot,1,2,,Josh,Magette,Josh,Magette,J,M,J,M,J. Magette,
07:51,07:51:00,5,0,5,1,1,REGULAR,13,M. Dellavedova,1,assist,29,28,,,0,8,,Matthew,Dellavedova,Matthew,Dellavedova,M,D,M,D,M. Dellavedova,
07:51,07:51:00,5,0,5,1,1,REGULAR,6,J. White,1,2pt,28,,2ndchance,layup,1,14,pointsinthepaint,Jack,White,Jack,White,J,W,J,W,J. White,
07:57,07:57:00,3,0,3,1,1,REGULAR,6,J. White,1,rebound,27,26,,offensive,0,14,,Jack,White,Jack,White,J,W,J,W,J. White,
08:00,08:00:00,3,0,3,1,1,REGULAR,13,M. Dellavedova,0,3pt,26,,,pullupjumpshot,1,8,,Matthew,Dellavedova,Matthew,Dellavedova,M,D,M,D,M. Dellavedova,
08:02,08:02:00,3,0,3,1,1,REGULAR,10,J. Lual-Acuil Jr,1,rebound,25,24,,defensive,0,0,,Jo,Lual-Acuil Jr,Jo,Lual-Acuil Jr,J,L,J,L,J. Lual-Acuil Jr,
08:06,08:06:00,3,0,3,2,1,REGULAR,11,J. Adams,0,2pt,24,,pointsinthepaint,drivinglayup,1,14,,Josh,Adams,Josh,Adams,J,A,J,A,J. Adams,
08:22,08:22:00,3,0,3,1,1,REGULAR,13,M. Dellavedova,1,assist,132,23,,,0,8,,Matthew,Dellavedova,Matthew,Dellavedova,M,D,M,D,M. Dellavedova,
08:22,08:22:00,3,0,3,1,1,REGULAR,10,J. Lual-Acuil Jr,1,3pt,23,,,jumpshot,1,0,,Jo,Lual-Acuil Jr,Jo,Lual-Acuil Jr,J,L,J,L,J. Lual-Acuil Jr,
08:36,08:36:00,0,0,0,1,1,REGULAR,6,J. White,1,rebound,22,21,,defensive,0,14,,Jack,White,Jack,White,J,W,J,W,J. White,
08:41,08:41:00,0,0,0,2,1,REGULAR,11,J. Adams,0,3pt,21,,,jumpshot,1,14,,Josh,Adams,Josh,Adams,J,A,J,A,J. Adams,
08:49,08:49:00,0,0,0,2,1,REGULAR,11,J. Adams,1,rebound,20,19,,defensive,0,14,,Josh,Adams,Josh,Adams,J,A,J,A,J. Adams,
08:52,08:52:00,0,0,0,1,1,REGULAR,6,J. White,0,2pt,19,,pointsinthepaint,turnaroundjumpshot,1,14,,Jack,White,Jack,White,J,W,J,W,J. White,
09:12,09:12:00,0,0,0,1,1,REGULAR,0,,1,rebound,17,15,team,defensive,0,,,,,,,,,,,,
09:14,09:14:00,0,0,0,2,1,REGULAR,6,J. McVeigh,0,2pt,15,,2ndchance,jumpshot,1,9,pointsinthepaint,Jack,Mcveigh,Jack,McVeigh,J,M,J,M,Jackmctrey1,
09:19,09:19:00,0,0,0,2,1,REGULAR,3,M. Kenyon,1,rebound,14,13,,offensive,0,1,,Matt,Kenyon,Matt,Kenyon,M,K,M,K,M. Kenyon,
09:22,09:22:00,0,0,0,2,1,REGULAR,11,J. Adams,0,3pt,13,,,pullupjumpshot,1,14,,Josh,Adams,Josh,Adams,J,A,J,A,J. Adams,
09:27,09:27:00,0,0,0,2,1,REGULAR,9,F. Krslovic,1,rebound,12,11,,defensive,0,20,,Fabijan,Krslovic,Fabijan,Krslovic,F,K,F,K,F. Krslovic,
09:31,09:31:00,0,0,0,1,1,REGULAR,6,J. White,0,3pt,11,,,jumpshot,1,14,,Jack,White,Jack,White,J,W,J,W,J. White,
09:38,09:38:00,0,0,0,1,1,REGULAR,6,J. White,1,rebound,10,9,,defensive,0,14,,Jack,White,Jack,White,J,W,J,W,J. White,
09:42,09:42:00,0,0,0,2,1,REGULAR,9,F. Krslovic,0,3pt,9,,,jumpshot,1,20,,Fabijan,Krslovic,Fabijan,Krslovic,F,K,F,K,F. Krslovic,
09:56,09:56:00,0,0,0,1,1,REGULAR,10,J. Lual-Acuil Jr,1,jumpball,7,4,,lost,0,0,,Jo,Lual-Acuil Jr,Jo,Lual-Acuil Jr,J,L,J,L,J. Lual-Acuil Jr,
09:56,09:56:00,0,0,0,2,1,REGULAR,9,F. Krslovic,1,jumpball,6,4,,won,0,20,,Fabijan,Krslovic,Fabijan,Krslovic,F,K,F,K,F. Krslovic,
10:00,10:00:00,0,0,0,0,1,REGULAR,0,,1,jumpball,4,,,startperiod,0,,,,,,,,,,,,
10:00,10:00:00,0,0,0,0,1,REGULAR,0,,1,period,2,,,start,0,,,,,,,,,,,,
10:00,10:00:00,0,0,0,0,1,REGULAR,0,,1,game,1,,,start,0,,,,,,,,,,,,
